locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggNOG_OGs	eggnog_tax_ceiling	eggnog_farthest_donor_lineage	eggnog_COG_category	eggnog_Preferred_name	eggnog_GOs	eggnog_EC	eggnog_KEGG_ko	eggnog_KEGG_Pathway	eggnog_KEGG_Module	eggnog_KEGG_Reaction	eggnog_KEGG_rclass	eggnog_BRITE	eggnog_KEGG_TC	eggnog_CAZy	eggnog_BiGG_Reaction	eggnog_PFAMs	eggnog_annotation_confidence
APU25_24025	FBB14	hypothetical protein	10	CM128234.1	229277	235263	-	16	985	ACKKBG_A26280	tie	0.9898	no_start_Met	3075.A0A087SHA7	0.0	1425.0	fn3@131567|PN-17	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;1521260;3244;3245;3246;88036	COG3401	LOC112274743												fn3_262_349,fn3_365_465,fn3_568_661,fn3_58_144,fn3_674_750,fn3_763_840	l-----------h
APU25_24030		hypothetical protein	10	CM128234.1	236102	237766	+	5	329	ACKKBG_A26285	tie	0.9878	pass	3075.A0A087SHA6	7.52e-99	298.0	LIDHydrolase@131567|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	S													LIDHydrolase_34_78	------------h
APU25_24035		hypothetical protein	10	CM128234.1	238179	239797	+	4	278	ACKKBG_A26290	tie	0.9964	pass	3075.A0A087SHA5	6.66e-183	511.0	Mito_carr@131567|AQW-27	Eukaryota	1;131567;2759;33154;2686024;2316402;691882;691883	S				K15104					00001,02000				Mito_carr_171_252	---h----h---h
APU25_24040		hypothetical protein	10	CM128234.1	240158	246235	+	14	1193	ACKKBG_A26295	tie	0.9975	pass	3075.V5NED0	0.0	2293.0	Sucrose_synth@131567|B-2,Glycos_transf_1@131567|AMo-19	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91882;4036;364270;4037;241778;241789;241799;4038;1873447;4039;79200	COG0438	SPS1	GO:0005634,GO:0005794,GO:0005829,GO:0005886,GO:0005986,GO:0009506,GO:0010208,GO:0046524,GO:0071836	ec:2.4.1.14	K00696	00500,01100,01110				00001,01000		GT4|Glycosyltransferase Family 4.		Glycos_transf_1_572_749,Sucrose_synth_239_467	llhhh---h-l-h
APU25_24045		hypothetical protein	10	CM128234.1	246749	248008	+	4	268	ACKKBG_A26300	tie	1.0000	pass	3075.A0A087SHA3	1.5e-185	517.0	ADK@131567|Ii-14	Eukaryota	1;131567;2759;2611352;5752;2601529;2601530;5765;5761;5762	COG0563	adk6	GO:0004017,GO:0005634,GO:0005737,GO:0008652,GO:0009507,GO:0009570,GO:0048364,GO:0048367	ec:2.7.4.3	K00939	00230,00730,01100,01110,01232,01240	M00049			00001,01000,04147				ADK_42_234	llhhhh--h---h
APU25_24050		hypothetical protein	10	CM128234.1	248169	249952	-	5	363	ACKKBG_A26305	tie	0.9945	pass	3075.A0A087SHA2	1.06e-236	654.0	KH_8@131567|C-2	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6934;34634;281668;1723665;41438;48831;208207;418985		LOC106779594	GO:0000447,GO:0003674,GO:0003723,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005737,GO:0006364,GO:0008150,GO:0016020,GO:0030490,GO:0030686,GO:0030688,GO:0032040,GO:0042274,GO:0045171,GO:1990904		K06961					00001,03009				KH_8_58_138	ll-h----h---h
APU25_24055		hypothetical protein	10	CM128234.1	250199	252489	-	9	448	ACKKBG_A26310	tie	0.9978	pass	3075.A0A087SHA1	1.29e-271	748.0	Tfb2_C@2759|A-1,Tfb2@131567|A-1	Eukaryota	1;131567;2759;2698737;33630;5794;1280412;5796;75739;423054;35082;5806;5807;353152	S	TFB2	GO:0001111,GO:0001113,GO:0001671,GO:0003690,GO:0003700,GO:0005515,GO:0005634,GO:0006281,GO:0006289,GO:0006366,GO:0006367,GO:0010224,GO:0016251		K03144	03022,03420				00001,03021,03400				Tfb2_112_309,Tfb2_5_102,Tfb2_C_324_386	ll-hh---h---h
APU25_24060	TOR1	hypothetical protein	10	CM128234.1	252931	266570	+	29	2473	ACKKBG_A26320	tie	0.9992	pass	3075.A0A087SHA0	0.0	4650.0	DUF3385@2759|A-1,FATC@131567|A-1*,FATC@2759|c-5,PI3_PI4_kinase@2759|Mg-15,PI3_PI4_kinase@131567|Gm-13,FAT@131567|q-6,FRB_dom@2759|A-1	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;30001;730330;79707;2768097;50237;48705;48709	S	TOR	GO:0000976,GO:0004672,GO:0005515,GO:0005634,GO:0005737,GO:0005840,GO:0005886,GO:0009303,GO:0009615,GO:0009630,GO:0009733,GO:0009745,GO:0009791,GO:0009793,GO:0010116,GO:0010507,GO:0010929,GO:0016303,GO:0016311,GO:0030307,GO:0040019,GO:0042802,GO:0045893,GO:0050687,GO:0106310,GO:1900459,GO:1901355,GO:1902661,GO:2000234	ec:2.7.11.1	K07203	04136				00001,01000,01001,04131			PIN3K_SC	DUF3385_762_940,FATC_2412_2441,FAT_1454_1814,FRB_dom_1921_2020,PI3_PI4_kinase_2089_2337	llhhh---h--lh
APU25_24065	PPR13	hypothetical protein	10	CM128234.1	266866	270203	-	11	695	ACKKBG_A26325	tie	0.9971	pass	3075.A0A087SH99	0.0	1353.0	SAP@131567|Dc-10	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;41705;8006;8015;504568;8028;8032	COG1047	MYOCD	GO:0000976,GO:0001228,GO:0001701,GO:0001764,GO:0001889,GO:0003007,GO:0003700,GO:0003713,GO:0003779,GO:0003785,GO:0005515,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006357,GO:0007298,GO:0007424,GO:0007476,GO:0007507,GO:0008078,GO:0010467,GO:0010468,GO:0010613,GO:0010667,GO:0010831,GO:0016607,GO:0030036,GO:0030838,GO:0030900,GO:0031175,GO:0031965,GO:0032967,GO:0043522,GO:0043524,GO:0044319,GO:0045296,GO:0045603,GO:0045666,GO:0045844,GO:0045893,GO:0045944,GO:0048514,GO:0048568,GO:0048738,GO:0051145,GO:0051302,GO:0060090,GO:0061870,GO:0061874,GO:0071456,GO:0098793,GO:0098794,GO:0098978,GO:0099159,GO:0140297,GO:1902895,GO:1904899,GO:2000491,GO:2001234	ec:3.4.19.12	K11092,K11834,K22525,K22526,K24175	03040				00001,01000,01002,02000,03041,04121				SAP_484_515	lllll---l---h
APU25_24070		hypothetical protein	10	CM128234.1	270519	271341	+	3	196	ACKKBG_A26330	tie	1.0000	pass	3075.A0A087SH98	6.37e-74	226.0	UNK.8EB2@131567|A-1*,UNK.8EB2@75966|B-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;75981;35472;41891;248742;574566	S														-------------
APU25_24075		hypothetical protein	10	CM128234.1	271694	275107	-	11	597	ACKKBG_A26335	tie	0.9950	pass	3075.A0A087SH96	4.99e-173	501.0	RRM_1@2759|Guu-31,RRM_1@35461|lKo-44,RRM_1@131567|Ahj-24	Eukaryota	1;131567;2759;2698737;33630;5794;422676;5863;32594;5864;5866	S	RBM25	GO:0000381,GO:0000398,GO:0003674,GO:0003723,GO:0003729,GO:0005515,GO:0005634,GO:0005654,GO:0005730,GO:0006396,GO:0006397,GO:0009414,GO:0009737,GO:0016607,GO:0042981,GO:0048024,GO:0071011		K12822	03040				00001,03041				RRM_1_32_101	ll-ll---l---h
APU25_24080		hypothetical protein	10	CM128234.1	275502	276479	+	5	179	ACKKBG_A26340	tie	1.0000	pass	3075.A0A087SH95	1.42e-86	258.0	AD@2759|A-1	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;85604;7088;41191;41196;41197;37567;104431;82592;82593;104450;104451;104452	S	BnaUnng02990D	GO:0003674,GO:0005634,GO:0008150,GO:0016070		K23643	04711				00001				AD_80_139	ll-hl---h---h
APU25_24085		hypothetical protein	10	CM128234.1	276645	278488	-	6	364	ACKKBG_A26345	tie	0.9973	pass	3075.A0A087SH94	3.87e-114	338.0	UNK.8EB2@131567|A-1*,UNK.8EB2@75966|C-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;126838;554055	S														-------------
APU25_24090		hypothetical protein	10	CM128234.1	279012	282027	+	11	516	ACKKBG_A26350	tie	0.9942	pass																					
APU25_24095		hypothetical protein	10	CM128234.1	282190	288878	-	20	1038	ACKKBG_A26355	tie	0.9990	pass	3075.A0A087SH92	0.0	1769.0	Rtt106@131567|A-1*,Rtt106@2759|c-5,FACT-Spt16_Nlob@2759|A-1,Peptidase_M24@131567|En-13,SPT16@2759|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4069;4070;424551;424564;4071;80379	S	GTC3501	GO:0000791,GO:0003674,GO:0005634,GO:0005730,GO:0008150,GO:0010228,GO:0035101		K25639					00001,03036				FACT-Spt16_Nlob_5_164,Peptidase_M24_180_412,Rtt106_797_883,SPT16_518_671	ll-h----h---h
APU25_24100	AP1M1	hypothetical protein	10	CM128234.1	289160	291745	-	8	432	ACKKBG_A26360	tie	0.9977	pass	3075.A0A087SH91	2.38e-301	823.0	Clat_adaptor_s@131567|A-1*,Clat_adaptor_s@2759|Ey-12,Adap_comp_sub@131567|A-1*,Adap_comp_sub@2759|Do-11	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33849;33850;38748;38749;2849;2850;556484	S	AP1M2	GO:0003674,GO:0005515,GO:0005634,GO:0005802,GO:0006886,GO:0006892,GO:0007034,GO:0012510,GO:0030121,GO:0030276,GO:0031901,GO:0035615,GO:0035653,GO:0071280		K12393	04142,04144,04814,04820,05170				00001,04131				Adap_comp_sub_157_414,Clat_adaptor_s_4_123	ll-hl---h---h
APU25_24105	XAB2	hypothetical protein	10	CM128234.1	292214	297667	-	13	883	ACKKBG_A26365	tie	1.0000	pass	3075.A0A087SH90	0.0	1611.0	UNK.5WK8@2759|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527;4538	S	LOC106775882	GO:0000381,GO:0000398,GO:0000974,GO:0002009,GO:0003674,GO:0005634,GO:0007443,GO:0007510,GO:0008380,GO:0071011,GO:0071013		K12867	03040				00001,03019,03041					ll-hh---h----
APU25_24110		hypothetical protein	10	CM128234.1	298282	301245	+	4	710	ACKKBG_A26370	tie	0.9972	pass	3075.A0A087SH89	0.0	989.0	UNK.9OUS@131567|A-1*,UNK.9OUS@2692248|B-2	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;3042;3065;3066;3067;3068	S														-------------
APU25_24115	RPB5	hypothetical protein	10	CM128234.1	301691	302784	+	5	202	ACKKBG_A26375	tie	1.0000	pass	3075.A0A087SH88	2.85e-129	369.0	RNA_pol_Rpb5_C@131567|A-1,RNA_pol_Rpb5_N@2759|A-1,RNA_pol_Rpb5_N@75966|Pw-20	Eukaryota	1;131567;2759;33154;4751;112252;6029;469895;586132;1805483	S	POLR2E	GO:0000418,GO:0000419,GO:0003677,GO:0003899,GO:0003968,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005665,GO:0005666,GO:0005736,GO:0005829,GO:0006351,GO:0006360,GO:0006361,GO:0006362,GO:0006363,GO:0006366,GO:0006367,GO:0006368,GO:0006383,GO:0006384,GO:0006386,GO:0008150,GO:0010608,GO:0016591,GO:0042790,GO:0042797,GO:0050821,GO:1990062		K03013	03020,03420				00001,01611,03021,03400				RNA_pol_Rpb5_C_115_187,RNA_pol_Rpb5_N_1_72	ll-hh---h---h
APU25_24120	UVR8	hypothetical protein	10	CM128234.1	303303	305486	+	5	430	ACKKBG_A26380	tie	1.0000	pass	3075.A0A087SH87	0.0	884.0	RCC1@131567|DB-9	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;41705;8006;8015;504568;8028;8030		UVR8	GO:0000785,GO:0003682,GO:0005085,GO:0005515,GO:0005634,GO:0005737,GO:0005829,GO:0009411,GO:0009536,GO:0009649,GO:0010224,GO:0042802,GO:0042803	ec:3.1.3.36	K04575,K10356,K10357,K11493,K11494,K11654,K15421,K19607,K20279,K21991,K23495,K24810	00562,01100,03082,04070,04814				00001,01000,01009,03019,03021,03029,03036,03037,03110,04131,04147,04812,04990				RCC1_136_185,RCC1_189_237,RCC1_240_289,RCC1_295_343,RCC1_346_378,RCC1_36_79,RCC1_88_133	mmlll---l---h
APU25_24125	PHR6	hypothetical protein	10	CM128234.1	306453	310323	+	6	888	ACKKBG_A26390	tie	0.9977	pass	3075.A0A087SH86	0.0	1615.0	Radical_SAM@131567|IP-14,CofH_C@131567|C-2	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	COG1060	PHR1												CofH_C_718_820,Radical_SAM_531_700	m-----------h
APU25_24130	CMC2	hypothetical protein	10	CM128234.1	310877	311534	+	3	91	ACKKBG_A26400	tie	1.0000	pass	3075.A0A087SH85	4.76e-62	191.0	Cmc1@131567|A-1*,Cmc1@2759|C-2	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451435;2231171;286113;286114;286115	S	CMC2	GO:0003674,GO:0005507,GO:0005515,GO:0005575,GO:0005634,GO:0005737,GO:0005739,GO:0005758,GO:0005829,GO:0008150,GO:0031314,GO:0033108,GO:0033617	ec:4.1.1.36	K18172	00770,01100,01240	M00120			00001,03029				Cmc1_1_70	lllhll--h---h
APU25_24135	COAC1	hypothetical protein	10	CM128234.1	311537	312576	+	2	282	ACKKBG_A26395	tie	1.0000	pass	3075.A0A087SH84	2.71e-195	543.0	Flavoprotein@131567|q-6,Flavoprotein@2759|GS-11	Eukaryota	1;131567;2759;2608109;2830;2608131;73020;418966;2902;2903	S	HAL3A	GO:0001558,GO:0004633,GO:0005515,GO:0005634,GO:0005737,GO:0005886,GO:0009409,GO:0009651,GO:0009737,GO:0010181,GO:0010226,GO:0015937,GO:0042538,GO:0048573,GO:0070207,GO:0071513,GO:0072708,GO:1901002,GO:1902074,GO:2000280	ec:4.1.1.36	K01598	00770,01100,01240	M00120			00001,01000				Flavoprotein_103_275	llhhhh--h---h
APU25_24140		hypothetical protein	10	CM128234.1	312996	314748	-	4	340	ACKKBG_A26405	tie	1.0000	pass	3075.A0A087SH83	1.7e-191	537.0	PseudoU_synth_2@131567|X-6!,S4@131567|Fu-14	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4143;4136;216706;216718;2836339;21880;2026555;2026556;180675	COG1187	SVR1	GO:0000488,GO:0000489,GO:0003729,GO:0009501,GO:0009507,GO:0009982,GO:0032544											PseudoU_synth_2_106_256,S4_43_85	ll----------h
APU25_24145	TEF13	hypothetical protein	10	CM128234.1	315008	316188	+	5	164	ACKKBG_A26410	tie	1.0000	pass	3075.A0A087SH82	2.98e-102	298.0	CAAD@131567|A-1,CAAD@2759|J-4!	Eukaryota	1;131567;2759;2763;2797;3039357;3039359;83373;130081	S	CURT1C	GO:0003677,GO:0005515,GO:0005634,GO:0005829,GO:0009507,GO:0009515,GO:0009534,GO:0009535,GO:0009579,GO:0009773,GO:0009941,GO:0019904,GO:0030093,GO:0042644,GO:0090391,GO:0097753											CAAD_82_161	ll----------h
APU25_24150	PDH2	hypothetical protein	10	CM128234.1	316863	318138	-	2	386	ACKKBG_A26415	tie	1.0000	pass	3075.A0A087SH81	1.15e-247	684.0	Transketolase_C@131567|Gi-12,Transket_pyr@131567|qC-17	Eukaryota	1;131567;2759;2763;2806;2045261;28017;29217;2768;2769	COG0022	odpBa	GO:0004739,GO:0005515,GO:0005634,GO:0005783,GO:0006633,GO:0008270,GO:0009507,GO:0009570,GO:0009941,GO:0045254,GO:0048868	ec:1.2.4.1	K00162	00010,00020,00620,00785,01100,01110,01200,01210	M00307			00001,01000,01601				Transket_pyr_61_236,Transketolase_C_252_373	mlhhhh--h---h
APU25_24155	SRRP1	hypothetical protein	10	CM128234.1	318495	321076	+	9	415	ACKKBG_A26420	tie	1.0000	pass	3075.A0A087SH80	5.66e-240	664.0	S1@131567|yj-44	Eukaryota	1;131567;2759;33090;3041;1035538;13792;41873;38832;296587	COG1098	RPS1												S1_152_212	m-----------h
APU25_24160		hypothetical protein	10	CM128234.1	321525	325295	-	12	576	ACKKBG_A26425	tie	1.0000	pass	3075.A0A087SH79	0.0	1142.0	G8@131567|q-7,His_Phos_1@2692248|GaV-36,His_Phos_1@131567|UB-20,6PF2K@131567|AS-7	Eukaryota	1;131567;2759;554296;2925400;172820;877559;529818;461836	COG0406	FKFBP	GO:0004331,GO:0005634,GO:0005737,GO:0006000,GO:0006002,GO:0006003,GO:0016020,GO:0043609	ec:2.7.1.105,ec:3.1.3.46	K01103	00051,01100				00001,01000			FBP26,PFK26	6PF2K_1308_1520,G8_151_267,His_Phos_1_1531_1718	llmmm---m--lh
APU25_24165		hypothetical protein	10	CM128234.1	325740	336611	-	28	2133	ACKKBG_A26435	tie	0.9784	internal_stop,frameshift	3075.A0A087SH79	0.0	1934.0	G8@131567|q-7,His_Phos_1@2692248|GaV-36,His_Phos_1@131567|UB-20,6PF2K@131567|AS-7	Eukaryota	1;131567;2759;554296;2925400;172820;877559;529818;461836	COG0406	FKFBP	GO:0004331,GO:0005634,GO:0005737,GO:0006000,GO:0006002,GO:0006003,GO:0016020,GO:0043609	ec:2.7.1.105,ec:3.1.3.46	K01103	00051,01100				00001,01000			FBP26,PFK26	6PF2K_1308_1520,G8_151_267,His_Phos_1_1531_1718	llmmm---m--lh
APU25_24170		hypothetical protein	10	CM128234.1	337855	338434	+	2	161	ACKKBG_A26440	tie	0.9876	pass	554055.A0A2P6VA28	1.89e-15	81.3	Suc_Fer-like@131567|G-3,Suc_Fer-like@35461|a-5!,CRS1_YhbY@131567|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;41944;3931;1699513;1699524;3932;71139	COG1534	CAF2	GO:0000373,GO:0003674,GO:0003729,GO:0005515,GO:0005739,GO:0009507,GO:0009793,GO:0032981,GO:0033617		K27709,K27710					00001,03041				CRS1_YhbY_272_322,Suc_Fer-like_43_244	ll-l----l---h
APU25_24175	EIF2X	hypothetical protein	10	CM128234.1	338423	341698	-	9	535	ACKKBG_A26445	tie	0.9963	pass	3075.A0A087SH78	0.0	956.0	eIF2A@131567|B-2	Eukaryota	1;131567;2759;2611341;207245;5738;5739;68459;5740;5741;184922		eif2A	GO:0000049,GO:0002183,GO:0003674,GO:0003729,GO:0003743,GO:0005515,GO:0005575,GO:0005576,GO:0005737,GO:0005829,GO:0005850,GO:0006412,GO:0006413,GO:0006417,GO:0006468,GO:0007291,GO:0008150,GO:0009967,GO:0010608,GO:0010628,GO:0017148,GO:0022626,GO:0031981,GO:0032933,GO:0042255,GO:0043022,GO:0045296,GO:0072562,GO:1990928		K15026					00001,03012,03019				eIF2A_202_388	ll-h----h---h
APU25_24180		hypothetical protein	10	CM128234.1	342081	343256	+	2	323	ACKKBG_A26450	tie	1.0000	pass	3075.A0A087SH77	2.74e-203	566.0	UNK.75GE@131567|A-1*,UNK.75GE@2692248|C-2	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;554065	S														-------------
APU25_24185		hypothetical protein	10	CM128234.1	343699	348902	+	6	1369	ACKKBG_A26455	tie	0.9759	pass	3075.A0A087SH76	0.0	1434.0	NTP_transf_2@131567|Tp-13,PAP_assoc@131567|F-3,PAP_assoc@3041|Jc-13	Eukaryota	1;131567;2759;2698737;543769;2604748;2779609;37357;37358;37359;37360	S	TENT4A	GO:0000292,GO:0003676,GO:0003729,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005721,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006284,GO:0006400,GO:0006402,GO:0008150,GO:0010587,GO:0016779,GO:0030466,GO:0031048,GO:0031087,GO:0031124,GO:0031379,GO:0031380,GO:0031499,GO:0031934,GO:0032211,GO:0033500,GO:0034458,GO:0034475,GO:0042138,GO:0043186,GO:0043634,GO:0045910,GO:0051446,GO:0051575,GO:0060212,GO:0070034,GO:0070568,GO:0071031,GO:0071035,GO:0071036,GO:0071037,GO:0071038,GO:0071039,GO:0071040,GO:0071042,GO:0071044,GO:0071046,GO:0071047,GO:0071051,GO:0140727,GO:0180011,GO:1905870,GO:1990431,GO:1990817	ec:2.7.7.19	K03514	03018				00001,01000,03016,03019				NTP_transf_2_386_428,PAP_assoc_605_657	llhhh---h---h
APU25_24190		hypothetical protein	10	CM128234.1	349945	354426	+	10	812	ACKKBG_A26460	tie	0.9988	pass	3075.A0A087SH75	0.0	1124.0	NTP_transf_2@131567|Tp-13	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG2844			ec:2.7.7.19	K03514	03018				00001,01000,03016,03019				NTP_transf_2_368_419	--hhh---h---h
APU25_24195	KAR1	hypothetical protein	10	CM128234.1	355470	357099	+	5	312	ACKKBG_A26465	tie	1.0000	pass	3075.A0A087SH74	3.87e-179	503.0	adh_short_C2@131567|BiR-22	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202;35127;35128	COG1028	CLKR27	GO:0004316,GO:0005507,GO:0005634,GO:0005739,GO:0006633,GO:0009507,GO:0009536,GO:0009570,GO:0009941	ec:1.1.1.100	K00059	00061,00780,01100,01110,01212,01240	M00083,M00572,M00874			00001,01000,01004				adh_short_C2_46_276	llhhhh--h---h
APU25_24200		hypothetical protein	10	CM128234.1	357304	358593	-	5	211	ACKKBG_A26470	tie	0.9953	no_start_Met	554055.A0A2P6V9V1	8.47e-48	165.0	UNK.L94R@131567|A-1	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202;35127;35128	S	LOC104229355													l------------
APU25_24205		hypothetical protein	10	CM128234.1	359520	360689	+	4	256	ACKKBG_A26475	tie	1.0000	pass	3075.A0A087SH73	5.32e-164	462.0	UNK.A7EX@2692248|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;3042;3051;3052;1157962	S														-------------
APU25_24210		hypothetical protein	10	CM128234.1	361039	362466	-	3	321	ACKKBG_A26480	tie	0.9969	pass	3075.A0A087SH72	1.13e-215	598.0	adh_short_C2@131567|AJN-18	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG1028			ec:1.1.1.100	K00059	00061,00780,01100,01110,01212,01240	M00083,M00572,M00874			00001,01000,01004				adh_short_C2_60_315	--hhhh--h---h
APU25_24215	MCM3	hypothetical protein	10	CM128234.1	362686	367572	-	13	800	ACKKBG_A26485	tie	1.0000	pass	3075.A0A087SH70	0.0	1440.0	MCM_lid@2759|CR-10,MCM_lid@131567|BN-9,MCM_OB@2759|AV-7,MCM_OB@131567|O-4,MCM@2759|An-13,MCM@131567|AL-12,MCM_N@2759|BC-12,MCM_N@131567|m-8	Eukaryota	1;131567;2759;554915;2605435;142796;33083;2058949;2058185;5782;5786	COG1241	mcm3	GO:0000347,GO:0000727,GO:0000785,GO:0005515,GO:0005634,GO:0006260,GO:0006267,GO:0006270,GO:0006271,GO:0006279,GO:0030174,GO:0030466,GO:0031509,GO:0044786,GO:0060041,GO:1902975	ec:5.6.2.3	K02541	03030				00001,01000,03032,03036				MCM_261_485,MCM_N_15_96,MCM_OB_91_221,MCM_lid_543_623	llhhh---h---h
APU25_24220	MRPS15	hypothetical protein	10	CM128234.1	367907	368924	+	4	195	ACKKBG_A26490	tie	0.9692	pass	3075.A0A087SH69	7.91e-63	207.0	Acetyltransf_7@131567|DV-9,Ribosomal_S15@131567|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG0184				K02956	03010				00001,01610,03011				Acetyltransf_7_106_181,Ribosomal_S15_14_92	---hh---h---h
APU25_24225		hypothetical protein	10	CM128234.1	369404	371063	+	4	382	ACKKBG_A26495	tie	0.9921	pass	3075.A0A087SH69	2.44e-185	526.0	Acetyltransf_7@131567|DV-9,Ribosomal_S15@131567|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG0184				K02956	03010				00001,01610,03011				Acetyltransf_7_106_181,Ribosomal_S15_14_92	---hh---h---h
APU25_24230		hypothetical protein	10	CM128234.1	371299	376782	-	6	1514	ACKKBG_A26500	tie	0.9901	pass	3075.A0A087SH67	0.0	1856.0	Med14@2759|A-1	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720871;5062;510516	S	Mo04278	GO:0000122,GO:0001093,GO:0003712,GO:0003713,GO:0005515,GO:0005634,GO:0005654,GO:0006357,GO:0006367,GO:0008150,GO:0008284,GO:0009266,GO:0009506,GO:0009627,GO:0009631,GO:0009738,GO:0016020,GO:0016592,GO:0016604,GO:0019827,GO:0020005,GO:0020020,GO:0031910,GO:0032968,GO:0042809,GO:0043565,GO:0045893,GO:0045944,GO:0051123,GO:0060260,GO:0060261,GO:0061629,GO:0070847,GO:0140922,GO:1905421		K15156	04919				00001,03021				Med14_11_199	ml-ll---l---h
APU25_24235		hypothetical protein	10	CM128234.1	377266	383256	+	14	982	ACKKBG_A26505	tie	0.9990	pass	3075.A0A087SH66	0.0	1833.0	Rrp44_S1@131567|A-1*,Rrp44_S1@2759|C-2,OB_Dis3@131567|C-2,OB_Dis3@2759|Bo-9,Rrp44_CSD1@131567|A-1*,Rrp44_CSD1@2759|e-6,PIN_4@131567|CT-9,RNB@2759|gW-22,RNB@131567|B-2	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314294;9527;9569;591932;591936	COG0557	RRP44A	GO:0000049,GO:0000175,GO:0000278,GO:0000288,GO:0000465,GO:0000467,GO:0003723,GO:0004519,GO:0004521,GO:0004532,GO:0004540,GO:0005085,GO:0005515,GO:0005634,GO:0006364,GO:0006396,GO:0006397,GO:0006401,GO:0008150,GO:0010468,GO:0016075,GO:0030847,GO:0031267,GO:0033621,GO:0034472,GO:0043628,GO:0051607,GO:0070478,GO:0070481,GO:0070651,GO:0071027,GO:0071028,GO:0071031,GO:0071034,GO:0071035,GO:0071038,GO:0071039,GO:0071042		K12585	03018				00001,03019				OB_Dis3_389_456,PIN_4_54_175,RNB_524_786,Rrp44_CSD1_224_311,Rrp44_S1_845_933	ll-mm---m---h
APU25_24240		hypothetical protein	10	CM128234.1	383570	384545	-	5	122	ACKKBG_A26510	tie	1.0000	pass	3075.A0A087SH64	1.18e-81	243.0	NTF2@131567|Al-8	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451867;2726947;93133;112497;112498	S	NTF2	GO:0005515,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0005886,GO:0006606,GO:0010494,GO:0031267	ec:1.13.11.27	K00457,K27164	00130,00350,00360,01100,01240,03060	M00044			00001,01000,02000,04147				NTF2_7_119	llllll--l---h
